what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603197625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603200328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359603228571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603231193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603268350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603269213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603273807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603278182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359603309928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603310967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603365300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603366530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603377924
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603381803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603406040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603441873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359603449325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603449899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603454417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603458454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603463417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603476185
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603486517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603526511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359603554089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603555980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603630773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603632340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603667634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603669281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603673907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603676818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603702341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603708577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603711579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359603738778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603739446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603743186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603743566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603747960
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359603753889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359603779267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603779942
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603785170
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359603785773
