what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359941826743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359941830240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359941830939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359941870367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359941872333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359941876501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359941883560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359941921953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942215811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359942230458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359942231802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942232497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942245077
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942253012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942263996
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359942268424
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359942279263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942281163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942286339
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359942290313
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359942291688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942292639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942309858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942326487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942345354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942346006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942400119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942402262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942432591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942445320
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942464223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942474496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359942476002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359942476405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359942476844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359942477276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359942477736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1359942478036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942478833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942494905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942503857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942510824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942513235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942585655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942586422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942588088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942588758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942629158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942646118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942661886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942663770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942670154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942671544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942673820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942675532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359942695948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359942697019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942701129
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359942705421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942724383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942733154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942734321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942754618
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359942762321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942780535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942782771
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942791622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942807705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942821695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942822384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942854624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942855414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942902530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942912402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359942934316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942939123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359942987514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943014666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943032379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943056816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943080824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943089317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943094272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943109517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1359943121885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1359943125438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943126035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1359943157737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943161469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943162270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943162573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943165148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943166097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943186068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943192404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359943197646
